Identifier,Descriptor
/m/0f6_j,"['wordnet_geographical_area_108574314', 'wordnet_physical_entity_100001930', 'wordnet_tract_108673395', 'wordnet_county_108546183', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_site_108651247', 'wordnet_region_108630039', 'wordnet_object_100002684']"
/m/0f6cl2,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_association_108049401', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_club_108227214']"
/m/0f6zs,"['wordnet_geographical_area_108574314', 'wordnet_physical_entity_100001930', 'wordnet_tract_108673395', 'wordnet_county_108546183', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_site_108651247', 'wordnet_region_108630039', 'wordnet_object_100002684']"
/m/0f721s,"['wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_group_100031264', 'wordnet_company_108058098']"
/m/0f83g2,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_association_108049401', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_club_108227214']"
/m/0f8l9c,"['wordnet_district_108552138', 'wordnet_country_108544813', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_administrative_district_108491826', 'wordnet_object_100002684', 'wordnet_physical_entity_100001930']"
/m/0f8x_r,"['wordnet_physical_entity_100001930', 'wordnet_location_100027167', 'wordnet_region_108630039', 'wordnet_object_100002684']"
/m/0f_nbyh,"['wordnet_signal_106791372', 'wordnet_award_106696483', 'wordnet_symbol_106806469', 'wordnet_communication_100033020', 'wordnet_abstraction_100002137']"
/m/0fb0v,"['wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_group_100031264', 'wordnet_company_108058098', 'wordnet_institution_108053576', 'wordnet_subsidiary_company_108003935']"
/m/0fb2l,"['wordnet_social_group_107950920', 'wordnet_rock_group_108250501', 'wordnet_musical_organization_108246613', 'wordnet_abstraction_100002137', 'wordnet_group_100031264', 'wordnet_dance_band_108249960', 'wordnet_organization_108008335']"
/m/0fbftr,"['wordnet_association_108049401', 'wordnet_school_108276720', 'wordnet_social_group_107950920', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_club_108227214', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137']"
/m/0fbq2n,"['wordnet_association_108049401', 'wordnet_school_108276720', 'wordnet_social_group_107950920', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_club_108227214', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137']"
/m/0fbtbt,"['wordnet_signal_106791372', 'wordnet_award_106696483', 'wordnet_symbol_106806469', 'wordnet_communication_100033020', 'wordnet_abstraction_100002137']"
/m/0fbvqf,"['wordnet_signal_106791372', 'wordnet_communication_100033020', 'wordnet_abstraction_100002137', 'wordnet_award_106696483', 'wordnet_symbol_106806469']"
/m/0fcrg,"['wordnet_physical_entity_100001930', 'wordnet_district_108552138', 'wordnet_state_108654360', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_region_108630039', 'wordnet_administrative_district_108491826', 'wordnet_object_100002684']"
/m/0fcsd,"['wordnet_social_group_107950920', 'wordnet_rock_group_108250501', 'wordnet_musical_organization_108246613', 'wordnet_abstraction_100002137', 'wordnet_group_100031264', 'wordnet_dance_band_108249960', 'wordnet_organization_108008335']"
/m/0fd3y,"['wordnet_auditory_communication_107109019', 'wordnet_attribute_100024264', 'wordnet_property_104916342', 'wordnet_abstraction_100002137', 'wordnet_manner_104928903', 'wordnet_expressive_style_107066659', 'wordnet_communication_100033020', 'wordnet_music_107020895', 'wordnet_music_genre_107071942']"
/m/0ff0x,"['wordnet_geographical_area_108574314', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_region_108630039', 'wordnet_object_100002684', 'wordnet_physical_entity_100001930', 'wordnet_tract_108673395', 'wordnet_county_108546183', 'wordnet_site_108651247']"
/m/0fgj2,"['wordnet_physical_entity_100001930', 'wordnet_county_108546183', 'wordnet_location_100027167', 'wordnet_region_108630039', 'wordnet_object_100002684']"
/m/0fht9f,"['wordnet_association_108049401', 'wordnet_school_108276720', 'wordnet_social_group_107950920', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_club_108227214', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137']"
/m/0fjcgg,"['wordnet_social_group_107950920', 'wordnet_unit_108189659', 'wordnet_abstraction_100002137', 'wordnet_football_team_108080025', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_team_108208560']"
/m/0fjzsy,"['wordnet_association_108049401', 'wordnet_school_108276720', 'wordnet_social_group_107950920', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_club_108227214', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137']"
/m/0fk1z,"['wordnet_person_100007846', 'wordnet_whole_100003553', 'wordnet_physical_entity_100001930', 'wordnet_organism_100004475', 'wordnet_causal_agent_100007347', 'wordnet_living_thing_100004258', 'wordnet_object_100002684']"
/m/0fkhl,"['wordnet_geographical_area_108574314', 'wordnet_physical_entity_100001930', 'wordnet_tract_108673395', 'wordnet_county_108546183', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_site_108651247', 'wordnet_region_108630039', 'wordnet_object_100002684']"
/m/0fkhz,"['wordnet_geographical_area_108574314', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_region_108630039', 'wordnet_object_100002684', 'wordnet_physical_entity_100001930', 'wordnet_tract_108673395', 'wordnet_county_108546183', 'wordnet_site_108651247']"
/m/0flbm,"['wordnet_geographical_area_108574314', 'wordnet_physical_entity_100001930', 'wordnet_tract_108673395', 'wordnet_county_108546183', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_site_108651247', 'wordnet_region_108630039', 'wordnet_object_100002684']"
/m/0fm3b5,"['wordnet_signal_106791372', 'wordnet_communication_100033020', 'wordnet_abstraction_100002137', 'wordnet_award_106696483', 'wordnet_symbol_106806469']"
/m/0fm3h2,"['wordnet_signal_106791372', 'wordnet_communication_100033020', 'wordnet_abstraction_100002137', 'wordnet_award_106696483', 'wordnet_symbol_106806469']"
/m/0fm3kw,"['wordnet_signal_106791372', 'wordnet_communication_100033020', 'wordnet_abstraction_100002137', 'wordnet_award_106696483', 'wordnet_symbol_106806469']"
/m/0fm3nb,"['wordnet_signal_106791372', 'wordnet_communication_100033020', 'wordnet_abstraction_100002137', 'wordnet_award_106696483', 'wordnet_symbol_106806469']"
/m/0fm6m8,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_association_108049401', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_club_108227214']"
/m/0fm9_,"['wordnet_geographical_area_108574314', 'wordnet_physical_entity_100001930', 'wordnet_tract_108673395', 'wordnet_county_108546183', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_site_108651247', 'wordnet_region_108630039', 'wordnet_object_100002684']"
/m/0fmc5,"['wordnet_geographical_area_108574314', 'wordnet_physical_entity_100001930', 'wordnet_tract_108673395', 'wordnet_county_108546183', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_site_108651247', 'wordnet_region_108630039', 'wordnet_object_100002684']"
/m/0fms83,"['wordnet_signal_106791372', 'wordnet_communication_100033020', 'wordnet_abstraction_100002137', 'wordnet_award_106696483', 'wordnet_symbol_106806469']"
/m/0fnmz,"['wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_school_108276720', 'wordnet_social_group_107950920', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264']"
/m/0fplg,"['wordnet_geographical_area_108574314', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_region_108630039', 'wordnet_object_100002684', 'wordnet_physical_entity_100001930', 'wordnet_tract_108673395', 'wordnet_county_108546183', 'wordnet_site_108651247']"
/m/0fplv,"['wordnet_geographical_area_108574314', 'wordnet_physical_entity_100001930', 'wordnet_tract_108673395', 'wordnet_county_108546183', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_site_108651247', 'wordnet_region_108630039', 'wordnet_object_100002684']"
/m/0fpn8,"['wordnet_geographical_area_108574314', 'wordnet_physical_entity_100001930', 'wordnet_tract_108673395', 'wordnet_county_108546183', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_site_108651247', 'wordnet_region_108630039', 'wordnet_object_100002684']"
/m/0fq9zcx,"['wordnet_signal_106791372', 'wordnet_award_106696483', 'wordnet_symbol_106806469', 'wordnet_communication_100033020', 'wordnet_abstraction_100002137']"
/m/0fq9zdn,"['wordnet_signal_106791372', 'wordnet_communication_100033020', 'wordnet_abstraction_100002137', 'wordnet_award_106696483', 'wordnet_symbol_106806469']"
/m/0fq9zdv,"['wordnet_signal_106791372', 'wordnet_award_106696483', 'wordnet_symbol_106806469', 'wordnet_communication_100033020', 'wordnet_abstraction_100002137']"
/m/0fqnzts,"['wordnet_signal_106791372', 'wordnet_communication_100033020', 'wordnet_abstraction_100002137', 'wordnet_award_106696483', 'wordnet_symbol_106806469']"
/m/0fqp6zk,"['wordnet_gathering_107975026', 'wordnet_social_group_107950920', 'wordnet_group_100031264', 'wordnet_ethnic_group_107967382', 'wordnet_abstraction_100002137', 'wordnet_community_108223802']"
/m/0fqpg6b,"['wordnet_signal_106791372', 'wordnet_communication_100033020', 'wordnet_abstraction_100002137', 'wordnet_award_106696483', 'wordnet_symbol_106806469']"
/m/0fqww,"['wordnet_physical_entity_100001930', 'wordnet_district_108552138', 'wordnet_state_108654360', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_region_108630039', 'wordnet_administrative_district_108491826', 'wordnet_object_100002684']"
/m/0fqxc,"['wordnet_physical_entity_100001930', 'wordnet_district_108552138', 'wordnet_state_108654360', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_region_108630039', 'wordnet_administrative_district_108491826', 'wordnet_object_100002684']"
/m/0fqxw,"['wordnet_physical_entity_100001930', 'wordnet_district_108552138', 'wordnet_state_108654360', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_region_108630039', 'wordnet_administrative_district_108491826', 'wordnet_object_100002684']"
/m/0fqy4p,"['wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_film_company_108003173', 'wordnet_group_100031264', 'wordnet_company_108058098']"
/m/0fr59,"['wordnet_geographical_area_108574314', 'wordnet_physical_entity_100001930', 'wordnet_tract_108673395', 'wordnet_county_108546183', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_site_108651247', 'wordnet_region_108630039', 'wordnet_object_100002684']"
/m/0fr5p,"['wordnet_geographical_area_108574314', 'wordnet_physical_entity_100001930', 'wordnet_tract_108673395', 'wordnet_county_108546183', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_site_108651247', 'wordnet_region_108630039', 'wordnet_object_100002684']"
/m/0fr61,"['wordnet_geographical_area_108574314', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_region_108630039', 'wordnet_object_100002684', 'wordnet_physical_entity_100001930', 'wordnet_tract_108673395', 'wordnet_county_108546183', 'wordnet_site_108651247']"
/m/0fr9jp,"['wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_senior_high_school_108409617', 'wordnet_organization_108008335', 'wordnet_school_108276720', 'wordnet_social_group_107950920', 'wordnet_educational_institution_108276342', 'wordnet_secondary_school_108284481', 'wordnet_group_100031264']"
/m/0frf6,"['wordnet_geographical_area_108574314', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_region_108630039', 'wordnet_object_100002684', 'wordnet_physical_entity_100001930', 'wordnet_tract_108673395', 'wordnet_county_108546183', 'wordnet_site_108651247']"
/m/0frm7n,"['wordnet_association_108049401', 'wordnet_school_108276720', 'wordnet_social_group_107950920', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_club_108227214', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137']"
/m/0frsw,"['wordnet_abstraction_100002137', 'wordnet_dance_band_108249960', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_rock_group_108250501', 'wordnet_musical_organization_108246613', 'wordnet_group_100031264']"
/m/0fsb_6,"['wordnet_association_108049401', 'wordnet_school_108276720', 'wordnet_social_group_107950920', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_club_108227214', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137']"
/m/0fsyx,"['wordnet_social_group_107950920', 'wordnet_rock_group_108250501', 'wordnet_musical_organization_108246613', 'wordnet_abstraction_100002137', 'wordnet_group_100031264', 'wordnet_dance_band_108249960', 'wordnet_organization_108008335']"
/m/0ft5vs,"['wordnet_association_108049401', 'wordnet_school_108276720', 'wordnet_social_group_107950920', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_club_108227214', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137']"
/m/0ftccy,"['wordnet_association_108049401', 'wordnet_school_108276720', 'wordnet_social_group_107950920', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_club_108227214', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137']"
/m/0fv4v,"['wordnet_district_108552138', 'wordnet_country_108544813', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_administrative_district_108491826', 'wordnet_object_100002684', 'wordnet_physical_entity_100001930']"
/m/0fvd03,"['wordnet_school_108276720', 'wordnet_social_group_107950920', 'wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264', 'wordnet_organization_108008335']"
/m/0fvly,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_association_108049401', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_club_108227214']"
/m/0fvppk,"['wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_film_company_108003173', 'wordnet_group_100031264', 'wordnet_company_108058098']"
/m/0fw9n7,"['wordnet_association_108049401', 'wordnet_school_108276720', 'wordnet_social_group_107950920', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_club_108227214', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137']"
/m/0fw9vx,"['wordnet_abstraction_100002137', 'wordnet_association_108049401', 'wordnet_organization_108008335', 'wordnet_team_108208560', 'wordnet_unit_108189659', 'wordnet_social_group_107950920', 'wordnet_group_100031264', 'wordnet_basketball_team_108079852', 'wordnet_club_108227214']"
/m/0fwwkj,"['wordnet_association_108049401', 'wordnet_school_108276720', 'wordnet_social_group_107950920', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_club_108227214', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137']"
